,userId,movieId,rating
0,489.0,3827.0,3.499373484047178
1,51.0,1639.0,4.0
2,425.0,5349.0,3.5581377495064705
3,448.0,3793.0,4.0
4,600.0,3821.0,4.5
5,166.0,31696.0,3.8155948222724474
6,98.0,1270.0,3.9471323529411766
7,313.0,5463.0,3.070034437303186
8,601.0,95167.0,4.02474358974359
9,593.0,6776.0,3.7309236947791167
10,518.0,1380.0,3.321428571428571
11,400.0,1193.0,5.0
12,182.0,1799.0,3.673002380805304
13,443.0,2858.0,4.117708333333333
14,45.0,2078.0,2.9999999999999996
15,290.0,2935.0,4.078198175550474
16,288.0,27618.0,3.3333333333333335
17,10.0,4246.0,3.0
18,239.0,52722.0,4.0
19,68.0,2338.0,3.0065822412911842
20,489.0,1616.0,3.4999999999999996
21,310.0,2457.0,3.5
22,250.0,2407.0,3.8471177944862154
23,265.0,1240.0,5.0
24,352.0,1544.0,3.225474447101016
25,474.0,52975.0,3.7378263731546557
26,599.0,95207.0,3.3140643530531437
27,414.0,910.0,3.886063269825896
28,599.0,34143.0,2.1666666666666665
29,140.0,3408.0,4.0
30,600.0,38886.0,4.5
31,17.0,33794.0,4.019662921348314
32,201.0,1562.0,4.0
33,483.0,1387.0,3.3681438096736493
34,332.0,6365.0,3.4762548262548263
35,217.0,2405.0,2.4122791152418737
36,610.0,4641.0,3.6143980966766818
37,595.0,780.0,3.84640522875817
38,580.0,1441.0,1.4982862158522778
39,549.0,1291.0,3.941043985161632
40,177.0,46974.0,3.0034801136363636
41,132.0,4018.0,3.5
42,267.0,3101.0,3.622545008183306
43,555.0,1269.0,4.34675868356062
44,546.0,3354.0,2.9871657754010696
45,288.0,141.0,3.842007368454532
46,448.0,86911.0,2.0384493874652265
47,102.0,589.0,4.509168043083944
48,610.0,7324.0,5.0
49,199.0,527.0,2.963711424578923
50,219.0,3868.0,3.0
51,125.0,84952.0,3.9340753424657535
52,466.0,55247.0,3.9076438542730676
53,510.0,7026.0,2.5643115942028984
